DateTime,Name,State,Hash,Size,Progress,DL Speed,UP Speed,Priority,Seeds,Leechers,Ratio,ETA,Category,Tags,Save path,Added,Completion,Options
"12/30/2018  0:38:17.63","Gran.Torino.2008.BRRIP.720p.x264.AAC.INFERNO","StalledUpload","d051d0966d9cf7939543b86743881467b52ad1e0","4,698,316,085 bytes","100%","0","0","0","0 of 10","0 of 0","0.00","","Movies","","D:\Share\Movies\","12/09/2018 8","12/09/2018 10","",,
"12/30/2018  0:38:17.63","The Matrix Trilogy.(1998-2003_1080p_x265)","StalledUpload","75fe3d3d0675f739d14c3c1491e5c1e3de384c4a","10,184,670,345 bytes","100%","0","0","0","0 of 198","0 of 16","0.17","","Movies","","D:\Share\Movies\","08/16/2018 6","08/17/2018 11","",,
"12/30/2018  0:38:17.63","Game.of.Thrones.S01-S07.720p.BluRay.nSD.x264-NhaNc3","Uploading","34e97aecd62fb0697766c5c0dcd5316cd76f246b","78,993,594,213 bytes","100%","0","25000","0","0 of 222","2 of 62","0.47","","Shows","","D:\Share\Shows\","08/18/2018 9","08/21/2018 6","",,
"12/30/2018  0:38:17.63","Harry Potter Complete Saga  I - VIII 1080p Bluray x264 anoXmous","StalledUpload","150cc300858c3524aa18034e51e7f8e4f89f326e","16,385,395,002 bytes","100%","0","0","0","0 of 398","0 of 26","0.37","","Movies","","D:\Share\Movies\","08/16/2018 6","08/18/2018 1","",,
"12/30/2018  0:38:17.63","Avatar The Last Airbender Complete Series","StalledUpload","3adeadf0cef2066bd5fe39394ab7ebf54dd8ff52","11,745,302,896 bytes","100%","0","0","0","0 of 34","0 of 2","0.16","","Shows","","D:\Share\Shows\","07/12/2018 10","07/14/2018 2","Super seeding",,
"12/30/2018  0:38:17.63","South.Park.S22E07.Nobody.Got.Cereal.UNCENSORED.720p.WEB-DL.AAC2.0.H.264-YFN","StalledUpload","911609fda3584fdb70318a572ae0c0caf68b721b","699,801,795 bytes","100%","0","0","0","0 of 104","0 of 1","0.01","","Shows","","D:\Share\Shows\","11/20/2018 9","11/20/2018 9","",,
"12/30/2018  0:38:17.63","Crazy.Rich.Asians.2018.1080p.BluRay.x264.DTS-HDC.mkv","StalledUpload","129dbab00cd435e1a2ae2e33eaaba8d4cf49e930","12,220,500,029 bytes","100%","0","0","0","0 of 639","1 of 1","0.26","","Movies","","D:\Share\Movies\","11/12/2018 11","11/12/2018 2","",,
"12/30/2018  0:38:17.63","Kiki's Delivery Service 1989 BR-Rip 1080p x265 aac 2ch -Dtech.mp4","ForcedUpload","504051cdb6b6c1a9a669d49b388865cb9836e54e","3,179,241,532 bytes","100%","0","0","0","0 of 111","0 of 1","0.10","","Movies","","D:\Share\Movies\","06/23/2018 11","06/24/2018 3","Force start",,
"12/30/2018  0:38:17.63","Spider-Man Into The Spider Versee.2018.CAM.X264-SuperSpy.mkv","StalledUpload","c49e7e33f14b810da33ff73cb9d4c174630ce35d","2,819,303,627 bytes","100%","0","0","0","0 of 553","0 of 1","0.12","","Movies","","D:\Share\Movies\","12/18/2018 8","12/18/2018 8","Automatic torrent management",,
"12/30/2018  0:38:17.63","South.Park.S22E09.Unfulfilled.UNCENSORED.720p.WEB-DL.AAC2.0.H.264-YFN","ForcedUpload","a5dedd751466d7f5f4fd8a908a6d965a49a17c04","698,987,738 bytes","100%","0","528","0","0 of 119","1 of 2","0.07","","Shows","","D:\Share\Shows\","12/07/2018 8","12/07/2018 8","Force start",,
"12/30/2018  0:38:17.63","S03 FLCL WEB-DL Dubbed 1080p","StalledUpload","29a5124f751dd9092dad06f059b0ad21859b0115","9,025,110,738 bytes","100%","0","0","0","0 of 59","0 of 1","0.43","","Shows","","D:\Share\Shows\","10/14/2018 7","10/15/2018 1","",,
"12/30/2018  0:38:17.63","The.Ref.1994.720p.HDTV.x264-x0r","StalledUpload","69b32f2070c990a4ce7a668dded44ae7bcfe4e72","2,321,039,226 bytes","100%","0","0","0","0 of 58","0 of 0","0.09","","Movies","","D:\Share\Movies\","11/22/2018 12","11/22/2018 2","",,
"12/30/2018  0:38:17.63","Snowpiercer.2013.1080p.BluRay.DTS.MULTi.x264-BladeBDP","StalledUpload","3d4e0209d89f7c4ec19b4a2305017bcb111689a9","10,072,856,715 bytes","100%","0","0","0","0 of 83","0 of 0","0.22","","Movies","","D:\Share\Movies\","10/07/2018 9","10/08/2018 3","",,
"12/30/2018  0:38:17.63","Ralph Breaks the Internet.2018.DVDSCR.XviD.AC3-EVO","StalledUpload","84b8d33e193f4c7dbb7f0ad8ba79c6f38c445ee6","1,689,747,517 bytes","100%","0","0","0","0 of 4082","0 of 301","0.31","","Movies","","D:\Share\Movies\","12/29/2018 3","12/29/2018 3","Automatic torrent management",,
"12/30/2018  0:38:17.63","Star.Wars.The.Last.Jedi.2017.BluRay.1080p.DTS.x264-PRoDJi.mkv","StalledUpload","94836be278d71d0da3344a971a6662768233a975","10,551,448,106 bytes","100%","0","0","0","0 of 217","0 of 1","0.02","","Movies","","D:\Share\Movies\","09/23/2018 10","09/24/2018 5","",,
"12/30/2018  0:38:17.63","Aladdin Complete Series","StalledUpload","c4fd70cc4bac2eff370b0906c72256f0e9d83f2b","11,842,655,372 bytes","100%","0","0","0","0 of 9","0 of 1","0.00","","Movies","","D:\Share\Movies\","12/29/2018 10","12/29/2018 11","Automatic torrent management",,
"12/30/2018  0:38:17.63","AUTODESK.MAYA.V2018.WIN64-ISO","StalledUpload","abd3e4cbb2e193c9f2c1c0fb256c820c73870888","1,693,767,246 bytes","100%","0","0","0","0 of 73","0 of 0","0.42","","Misc","","D:\Share\Misc\","09/06/2018 1","09/06/2018 2","",,
"12/30/2018  0:38:17.63","Ultimate Comics Spider-man (v1 - v3 + extras & #200).rar","StalledUpload","dcc29ba7272638258ef14baf09c7b98571706db3","10,575,124,243 bytes","100%","0","0","0","0 of 14","0 of 0","0.00","","Misc","","D:\Share\Misc\","12/21/2018 7","12/21/2018 9","Automatic torrent management",,
"12/30/2018  0:38:17.63","Cowboy Bebop USBD REMUX","StalledUpload","34dbe8de32d43576e826dc013dbd8770d339baba","153,536,851,952 bytes","100%","0","0","0","0 of 14","0 of 5","0.35","","Shows","","D:\Share\Shows\","09/25/2018 8","10/02/2018 3","",,
"12/30/2018  0:38:17.63","Black.Panther.2018.BRRip.XviD.AC3-EVO","StalledUpload","1738c056146a27c3a2760728010794019402d59e","1,633,321,230 bytes","100%","0","0","0","0 of 1242","0 of 79","0.17","","Movies","","D:\Share\Movies\","06/29/2018 11","06/30/2018 12","",,
"12/30/2018  0:38:17.63","Desert Punk","StalledUpload","958aec664dcbb940cf0aeeceea221c1f3daa9544","5,879,196,467 bytes","100%","0","0","0","0 of 13","0 of 0","0.19","","Shows","","D:\Share\Shows\","10/13/2018 1","10/14/2018 7","",,
"12/30/2018  0:38:17.63","Wreck-It.Ralph.2012.BluRay.1080p.DTS.x264-CHD","StalledUpload","df283f347750913a8e08f4031c81d741a6ac47d5","8,594,262,473 bytes","100%","0","0","0","0 of 170","0 of 10","0.03","","Movies","","D:\Share\Movies\","12/08/2018 6","12/08/2018 7","",,
"12/30/2018  0:38:17.63","The Social Network {2010} 720p BRRip x264 - HDMiCRO","StalledUpload","3b676477d46f902f37c2828657373b66cb40382d","838,523,248 bytes","100%","0","0","0","0 of 32","0 of 0","0.00","","Movies","","D:\Share\Movies\","12/17/2018 6","12/17/2018 6","Automatic torrent management",,
"12/30/2018  0:38:17.63","Afro Samurai","StalledUpload","4eeb1c8ec4a0f50c358f7a27436e9672dce38f2b","8,679,422,336 bytes","100%","0","0","0","0 of 26","0 of 1","0.40","","Movies","","D:\Share\Movies\","09/29/2018 8","09/30/2018 2","",,
"12/30/2018  0:38:17.63","Chuck S01-05 br repack hevc-d3g","StalledUpload","d34012f5b770b37d6d547a1f67ccb6f479f8e68a","98,851,492,069 bytes","100%","0","0","0","0 of 54","1 of 7","0.00","","Shows","","D:\Share\Shows\","12/28/2018 8","12/29/2018 5","Automatic torrent management",,
"12/30/2018  0:38:17.63","Avengers.Infinity.War.2018.1080p.WEB-DL.H264.AC3-EVO","ForcedUpload","3c48f33bc436f621be24fb4fe01ae525ae45af6c","5,506,301,783 bytes","100%","0","0","0","0 of 4005","0 of 2","0.34","","Movies","","D:\Share\Movies\","07/30/2018 7","07/30/2018 9","Force start",,
"12/30/2018  0:38:17.63","Spider.Man.Homecoming.2017.BluRay.1080p.DTS.x264-PRoDJi.mkv","StalledUpload","6033846307b39df81a6be07f29de921fb2e18dd8","9,373,168,794 bytes","100%","0","0","0","0 of 148","0 of 0","0.12","","Movies","","D:\Share\Movies\","10/05/2018 8","10/06/2018 2","",,
"12/30/2018  0:38:17.63","South.Park.S06E17.720p.WEB.h264-KLINGON","StalledUpload","027bd793d25a6c6065119dd9bcec7d4702e70326","186,348,816 bytes","100%","0","0","0","0 of 3","0 of 0","0.00","","Shows","","D:\Share\Shows\","12/25/2018 10","12/25/2018 10","Automatic torrent management",,
"12/30/2018  0:38:17.63","Ponyo - 2008.mkv","StalledUpload","99fba0f69df836f827505da29f355ce33cd4478d","2,112,268,401 bytes","100%","0","0","0","0 of 66","0 of 0","0.13","","Movies","","D:\Share\Movies\","06/23/2018 11","06/24/2018 2","",,
"12/30/2018  0:38:17.63","NaughtyAmerica.2018-11.SiteRip.720p.WEB-DL.AAC.x264-3X7Z0p","Uploading","d6dce5e8ed7dc4ef7be8bdd01bdd76aa696d3de1","45,792,933,251 bytes","100%","0","9000","0","0 of 96","2 of 27","0.06","","X","","D:\X\","12/23/2018 7","12/24/2018 10","",,
"12/30/2018  0:38:17.63","FANTASTIC BEASTS [x265]","StalledUpload","e9c2a9e42fdb99f5c9f88ef597025a84be0eedf3","10,672,265,474 bytes","100%","0","0","0","0 of 36","1 of 3","0.02","","Movies","","D:\Share\Movies\","12/27/2018 9","12/27/2018 11","Automatic torrent management",,
"12/30/2018  0:38:17.63","My.Neighbor.Totoro.720p.1988.BRRip.x264-x0r","ForcedUpload","7f6758cadd43fdb394209357a34b0a97e6b9b30d","1,414,965,171 bytes","100%","0","0","0","0 of 177","0 of 54","0.09","","Movies","","D:\Share\Movies\","06/23/2018 11","06/23/2018 11","Force start",,
"12/30/2018  0:38:17.63","Green.Book.2018.DVDScr.Xvid.AC3.HQ.Hive-CM8","StalledUpload","837b0bbff5c2c6c87db7205c053a219e4268a022","1,540,174,982 bytes","100%","0","0","0","0 of 2826","1 of 242","0.30","","Movies","","D:\Share\Movies\","12/29/2018 3","12/29/2018 3","Automatic torrent management",,
"12/30/2018  0:38:17.63","Fantastic.Beasts.The.Crimes.of.Grindelwald.2018.1080p.HDRip.HC.AC3.X264-CMRG","StalledUpload","1fe147cf9f54aa1d8d90885a268b45695cfaaf3f","5,780,707,195 bytes","100%","0","0","0","0 of 7126","0 of 24","0.04","","Movies","","D:\Share\Movies\","12/25/2018 10","12/25/2018 10","Automatic torrent management",,
"12/30/2018  0:38:17.63","Deadpool 2 2018 NEW 720p HD-TC X264-CPG","Uploading","36f11fc51cd537dd84b293db40986044de1fee37","2,714,241,553 bytes","100%","0","1000","0","4 of 225","4 of 37","29.35","","Movies","","D:\Share\Movies\","06/13/2018 11","06/14/2018 1","Super seeding",,
"12/30/2018  0:38:17.63","South.Park.S11E09.720p.WEB.h264-KLINGON","StalledUpload","3d79c1756b79e1d53bc419a24d1853434ab5abbe","186,352,723 bytes","100%","0","0","0","0 of 3","0 of 0","0.00","","Shows","","D:\Share\Shows\","11/24/2018 4","11/24/2018 5","",,
"12/30/2018  0:38:17.63","Deadpool.2.2018.Super.Duper.Cut.1080p.HDRip.X264.AC3-EVO","StalledUpload","afb04d8c58af4e71f50366f096c58529930145f4","4,750,231,371 bytes","100%","0","0","0","0 of 1313","0 of 2","0.30","","Movies","","D:\Share\Movies\","08/07/2018 4","08/07/2018 9","",,
"12/30/2018  0:38:17.63","Breaking Bad","StalledUpload","7fbe9813f31c88f6d51eedc4715a1bb0d1e68b64","16,890,694,232 bytes","100%","0","0","0","0 of 8","0 of 1","0.52","","Shows","","D:\Share\Shows\","07/12/2018 10","07/14/2018 4","Super seeding",,
"12/30/2018  0:38:17.63","Star.Wars.Rebels.S04.1080p.AMZN.WEB-DL.DD+5.1.H.264-SiGMA","StalledUpload","124b98ddf744816a656e265b15e0f1446dcd680e","20,876,055,289 bytes","100%","0","0","0","0 of 13","0 of 1","0.46","","Shows","","D:\Share\Shows\","08/11/2018 9","08/12/2018 7","",,
"12/30/2018  0:38:17.63","Bill.Nye.The.Science.Guy.S01-S05.XviD.IPT","StalledUpload","55211ff4ff838ec07fadcb1a26c002ec20f79ed7","23,917,480,512 bytes","100%","0","0","0","0 of 36","0 of 2","0.10","","Shows","","D:\Share\Shows\","11/12/2018 4","11/13/2018 2","",,
"12/30/2018  0:38:17.63","TeamSkeet.2018-11.SiteRip.720p.WEB-DL.AAC.x264-3X7Z0p","ForcedUpload","28e3a6eceed3b3dcc91855e00e6fce54e6383765","55,635,588,649 bytes","100%","0","0","0","0 of 50","0 of 14","0.26","","X","","D:\X\","12/02/2018 11","12/03/2018 1","Force start",,
"12/30/2018  0:38:17.63","Incredibles.2.2018.1080p.WEB-DL.DD5.1.H264-CMRG","StalledUpload","c7d601919dac2a3463f792340e5090d151dfe3d9","4,319,678,349 bytes","100%","0","0","0","0 of 5777","0 of 5","0.51","","Movies","","D:\Share\Movies\","10/24/2018 8","10/24/2018 11","",,
"12/30/2018  0:38:17.63","Aquaman 2018 HDCAM.XViD.AC3-ETRG","ForcedUpload","e5b9b4368bc049070edb48dff8370b939b63b667","1,453,927,421 bytes","100%","0","0","0","0 of 222","0 of 19","0.13","","Movies","","D:\Share\Movies\","12/12/2018 10","12/12/2018 10","Force start",,
"12/30/2018 14:04:38.60","A.Star.is.Born.2018.1080p.HC.HDRip.X264.AC3-EVO","StalledUpload","d7f34da817a955e2a1287fbe6ff64363fd6cda54","3,719,915,475 bytes","100%","0","0","0","0 of 3874","0 of 3","0.05","","Movies","","D:\Share\Movies\","12/16/2018 4","12/16/2018 4","Automatic torrent management",,
"12/30/2018 14:04:38.60","Split.2016.1080p.BRRip.x264.AAC-ETRG","ForcedUpload","5960ac7068fb8333be8c12f3e28f43d28e98f7c1","1,841,899,607 bytes","100%","0","0","0","0 of 655","2 of 45","106.84","","Movies","","D:\Share\Movies\","06/15/2018 12","06/15/2018 9","Super seeding, Force start",,
"12/30/2018 14:04:38.60","Crazy.Rich.Asians.2018.1080p.BluRay.x264.DTS-HDC.mkv","StalledUpload","129dbab00cd435e1a2ae2e33eaaba8d4cf49e930","12,220,500,029 bytes","100%","0","0","0","0 of 646","0 of 2","0.26","","Movies","","D:\Share\Movies\","11/12/2018 11","11/12/2018 2","",,
"12/30/2018 14:04:38.60","Desert Punk","StalledUpload","958aec664dcbb940cf0aeeceea221c1f3daa9544","5,879,196,467 bytes","100%","0","0","0","0 of 12","0 of 0","0.19","","Shows","","D:\Share\Shows\","10/13/2018 1","10/14/2018 7","",,
"12/30/2018 14:04:38.60","Nausicaa.Of.The.Valley.Of.The.Wind.1984.720p.BRRip.x264-x0r","StalledUpload","b96c11a29f507cc14eedc0c9074ebb16d549835c","2,565,675,298 bytes","100%","0","0","0","0 of 116","0 of 2","0.19","","Movies","","D:\Share\Movies\","06/23/2018 11","06/24/2018 2","",,
"12/30/2018 14:04:38.60","Harry Potter Complete Saga  I - VIII 1080p Bluray x264 anoXmous","StalledUpload","150cc300858c3524aa18034e51e7f8e4f89f326e","16,385,395,002 bytes","100%","0","0","0","0 of 397","1 of 30","0.37","","Movies","","D:\Share\Movies\","08/16/2018 6","08/18/2018 1","",,
"12/30/2018 14:04:38.60","NaughtyAmerica.2018-11.SiteRip.720p.WEB-DL.AAC.x264-3X7Z0p","StalledUpload","d6dce5e8ed7dc4ef7be8bdd01bdd76aa696d3de1","45,792,933,251 bytes","100%","0","0","0","0 of 98","0 of 23","0.06","","X","","D:\X\","12/23/2018 7","12/24/2018 10","",,
"12/30/2018 14:04:38.60","Afro Samurai","StalledUpload","4eeb1c8ec4a0f50c358f7a27436e9672dce38f2b","8,679,422,336 bytes","100%","0","0","0","0 of 29","0 of 1","0.40","","Movies","","D:\Share\Movies\","09/29/2018 8","09/30/2018 2","",,
"12/30/2018 14:04:38.60","Cowboy Bebop USBD REMUX","StalledUpload","34dbe8de32d43576e826dc013dbd8770d339baba","153,536,851,952 bytes","100%","0","0","0","0 of 12","0 of 4","0.35","","Shows","","D:\Share\Shows\","09/25/2018 8","10/02/2018 3","",,
"12/30/2018 14:04:38.60","Aladdin Complete Series","StalledUpload","c4fd70cc4bac2eff370b0906c72256f0e9d83f2b","11,842,655,372 bytes","100%","0","0","0","0 of 7","0 of 1","0.00","","Movies","","D:\Share\Movies\","12/29/2018 10","12/29/2018 11","Automatic torrent management",,
"12/30/2018 14:04:38.60","Christopher.Robin.2018.1080p.BluRay.DTS-HD.MA7.1.x264-iFT","StalledUpload","401dc57214fcd1bfa6b37df2293a8fe123bccf9f","13,600,541,607 bytes","100%","0","0","0","0 of 135","0 of 2","0.47","","Movies","","D:\Share\Movies\","11/09/2018 3","11/09/2018 7","",,
"12/30/2018 14:04:38.60","Star.Wars.The.Clone.Wars.S01-S06.Complete.480p.BluRay.WEB-DL.WEBRip.x264-Sticky83","StalledUpload","8aa72c237a9be69044bf144599291221981e6a64","17,615,326,171 bytes","100%","0","0","0","0 of 68","0 of 8","0.01","","Shows","","D:\Share\Shows\","12/28/2018 8","12/28/2018 10","Automatic torrent management",,
"12/30/2018 14:04:38.60","The Matrix Trilogy.(1998-2003_1080p_x265)","StalledUpload","75fe3d3d0675f739d14c3c1491e5c1e3de384c4a","10,184,670,345 bytes","100%","0","0","0","0 of 194","0 of 14","0.18","","Movies","","D:\Share\Movies\","08/16/2018 6","08/17/2018 11","",,
"12/30/2018 14:04:38.60","FANTASTIC BEASTS [x265]","StalledUpload","e9c2a9e42fdb99f5c9f88ef597025a84be0eedf3","10,672,265,474 bytes","100%","0","0","0","0 of 38","0 of 4","0.02","","Movies","","D:\Share\Movies\","12/27/2018 9","12/27/2018 11","Automatic torrent management",,
"12/30/2018 14:04:38.60","South.Park.S22E09.Unfulfilled.UNCENSORED.720p.WEB-DL.AAC2.0.H.264-YFN","ForcedUpload","a5dedd751466d7f5f4fd8a908a6d965a49a17c04","698,987,738 bytes","100%","0","0","0","0 of 122","0 of 4","0.11","","Shows","","D:\Share\Shows\","12/07/2018 8","12/07/2018 8","Force start",,
"12/30/2018 14:04:38.60","AUTODESK.MAYA.V2018.WIN64-ISO","StalledUpload","abd3e4cbb2e193c9f2c1c0fb256c820c73870888","1,693,767,246 bytes","100%","0","0","0","0 of 81","0 of 0","0.42","","Misc","","D:\Share\Misc\","09/06/2018 1","09/06/2018 2","",,
"12/30/2018 14:04:38.60","Snowpiercer.2013.1080p.BluRay.DTS.MULTi.x264-BladeBDP","StalledUpload","3d4e0209d89f7c4ec19b4a2305017bcb111689a9","10,072,856,715 bytes","100%","0","0","0","0 of 89","0 of 2","0.22","","Movies","","D:\Share\Movies\","10/07/2018 9","10/08/2018 3","",,
"12/30/2018 14:04:38.60","Ultimate Comics Spider-man (v1 - v3 + extras & #200).rar","StalledUpload","dcc29ba7272638258ef14baf09c7b98571706db3","10,575,124,243 bytes","100%","0","0","0","0 of 13","0 of 0","0.00","","Misc","","D:\Share\Misc\","12/21/2018 7","12/21/2018 9","Automatic torrent management",,
"12/30/2018 14:04:38.60","Aquaman 2018 HDCAM.XViD.AC3-ETRG","ForcedUpload","e5b9b4368bc049070edb48dff8370b939b63b667","1,453,927,421 bytes","100%","0","0","0","0 of 218","0 of 17","0.13","","Movies","","D:\Share\Movies\","12/12/2018 10","12/12/2018 10","Force start",,
"12/30/2018 14:04:38.60","Doctor.Who.2005.S01-S10.480p.BluRay.nSD.x264-NhaNc3","StalledUpload","51bb7332d79f2a0d7c8cc8428c3e442b898d9891","68,079,381,987 bytes","100%","0","0","0","0 of 46","0 of 17","0.00","","Shows","","D:\Share\Shows\","12/28/2018 8","12/29/2018 1","Automatic torrent management",,
"12/30/2018 14:04:38.60","South.Park.S22E08.Buddha.Box.UNCENSORED.720p.WEB-DL.AAC2.0.H.264-YFN","ForcedUpload","4c9d334749873259900a560030f05d7bf3b22a51","704,847,753 bytes","100%","0","0","0","0 of 163","0 of 8","0.47","","Shows","","D:\Share\Shows\","12/01/2018 12","12/01/2018 12","Force start",,
"12/30/2018 14:04:38.60","Ant-Man.and.the.Wasp.2018.1080p.WEB-DL.H264.AC3-FAS","StalledUpload","7f6b48aaf916be9da8f7af6f16bb2c002c05dab7","4,333,478,839 bytes","100%","0","0","0","0 of 200","0 of 0","0.22","","Movies","","D:\Share\Movies\","10/01/2018 7","10/01/2018 12","",,
